precinct,office,candidate,votes,jurisdiction
2700 - LAS,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2700 - LAS,United States Senator (Democratic),"Macias, Louis",4,Clark
2700 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2700 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2701 - LAS,United States Senator (Democratic),"Berkley, Shelley",52,Clark
2701 - LAS,United States Senator (Democratic),"Brown, Steve",5,Clark
2701 - LAS,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2701 - LAS,United States Senator (Democratic),"Macias, Louis",4,Clark
2701 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
2701 - LAS,United States Senator (Democratic),"Price, Nancy",5,Clark
2702 - LAS,United States Senator (Democratic),"Berkley, Shelley",52,Clark
2702 - LAS,United States Senator (Democratic),"Brown, Steve",0,Clark
2702 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2702 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2702 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
2702 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2703 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2703 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2703 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2703 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2703 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2703 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2705 - LAS,United States Senator (Democratic),"Berkley, Shelley",50,Clark
2705 - LAS,United States Senator (Democratic),"Brown, Steve",3,Clark
2705 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2705 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2705 - LAS,United States Senator (Democratic),None Of These Candidates,3,Clark
2705 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
2709 - LAS,United States Senator (Democratic),"Berkley, Shelley",61,Clark
2709 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2709 - LAS,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2709 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2709 - LAS,United States Senator (Democratic),None Of These Candidates,3,Clark
2709 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2710 - LAS,United States Senator (Democratic),"Berkley, Shelley",29,Clark
2710 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
2710 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2710 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2710 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
2710 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
2711 - LAS,United States Senator (Democratic),"Berkley, Shelley",59,Clark
2711 - LAS,United States Senator (Democratic),"Brown, Steve",4,Clark
2711 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2711 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2711 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
2711 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
2712 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2712 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2712 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2712 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2712 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2712 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2714 - NLV,United States Senator (Democratic),"Berkley, Shelley",68,Clark
2714 - NLV,United States Senator (Democratic),"Brown, Steve",4,Clark
2714 - NLV,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2714 - NLV,United States Senator (Democratic),"Macias, Louis",1,Clark
2714 - NLV,United States Senator (Democratic),None Of These Candidates,0,Clark
2714 - NLV,United States Senator (Democratic),"Price, Nancy",4,Clark
2715 - NLV,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2715 - NLV,United States Senator (Democratic),"Brown, Steve",0,Clark
2715 - NLV,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2715 - NLV,United States Senator (Democratic),"Macias, Louis",0,Clark
2715 - NLV,United States Senator (Democratic),None Of These Candidates,0,Clark
2715 - NLV,United States Senator (Democratic),"Price, Nancy",0,Clark
2716 - NLV,United States Senator (Democratic),"Berkley, Shelley",38,Clark
2716 - NLV,United States Senator (Democratic),"Brown, Steve",3,Clark
2716 - NLV,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2716 - NLV,United States Senator (Democratic),"Macias, Louis",1,Clark
2716 - NLV,United States Senator (Democratic),None Of These Candidates,0,Clark
2716 - NLV,United States Senator (Democratic),"Price, Nancy",6,Clark
2720 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2720 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2720 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2720 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2720 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2720 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2721 - NLV,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2721 - NLV,United States Senator (Democratic),"Brown, Steve",0,Clark
2721 - NLV,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2721 - NLV,United States Senator (Democratic),"Macias, Louis",0,Clark
2721 - NLV,United States Senator (Democratic),None Of These Candidates,0,Clark
2721 - NLV,United States Senator (Democratic),"Price, Nancy",0,Clark
2726 - MVA,United States Senator (Democratic),"Berkley, Shelley",23,Clark
2726 - MVA,United States Senator (Democratic),"Brown, Steve",2,Clark
2726 - MVA,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
2726 - MVA,United States Senator (Democratic),"Macias, Louis",2,Clark
2726 - MVA,United States Senator (Democratic),None Of These Candidates,3,Clark
2726 - MVA,United States Senator (Democratic),"Price, Nancy",2,Clark
2727 - MVA,United States Senator (Democratic),"Berkley, Shelley",49,Clark
2727 - MVA,United States Senator (Democratic),"Brown, Steve",6,Clark
2727 - MVA,United States Senator (Democratic),"Ellsworth, Barry",6,Clark
2727 - MVA,United States Senator (Democratic),"Macias, Louis",2,Clark
2727 - MVA,United States Senator (Democratic),None Of These Candidates,4,Clark
2727 - MVA,United States Senator (Democratic),"Price, Nancy",8,Clark
2728 - County,United States Senator (Democratic),"Berkley, Shelley",20,Clark
2728 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
2728 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2728 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
2728 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2728 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2729 - NLV,United States Senator (Democratic),"Berkley, Shelley",16,Clark
2729 - NLV,United States Senator (Democratic),"Brown, Steve",0,Clark
2729 - NLV,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2729 - NLV,United States Senator (Democratic),"Macias, Louis",0,Clark
2729 - NLV,United States Senator (Democratic),None Of These Candidates,0,Clark
2729 - NLV,United States Senator (Democratic),"Price, Nancy",0,Clark
2730 - NLV,United States Senator (Democratic),"Berkley, Shelley",37,Clark
2730 - NLV,United States Senator (Democratic),"Brown, Steve",2,Clark
2730 - NLV,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2730 - NLV,United States Senator (Democratic),"Macias, Louis",1,Clark
2730 - NLV,United States Senator (Democratic),None Of These Candidates,1,Clark
2730 - NLV,United States Senator (Democratic),"Price, Nancy",1,Clark
2731 - MES,United States Senator (Democratic),"Berkley, Shelley",56,Clark
2731 - MES,United States Senator (Democratic),"Brown, Steve",8,Clark
2731 - MES,United States Senator (Democratic),"Ellsworth, Barry",7,Clark
2731 - MES,United States Senator (Democratic),"Macias, Louis",3,Clark
2731 - MES,United States Senator (Democratic),None Of These Candidates,8,Clark
2731 - MES,United States Senator (Democratic),"Price, Nancy",9,Clark
2732 - MES,United States Senator (Democratic),"Berkley, Shelley",69,Clark
2732 - MES,United States Senator (Democratic),"Brown, Steve",7,Clark
2732 - MES,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2732 - MES,United States Senator (Democratic),"Macias, Louis",4,Clark
2732 - MES,United States Senator (Democratic),None Of These Candidates,12,Clark
2732 - MES,United States Senator (Democratic),"Price, Nancy",5,Clark
2733 - County,United States Senator (Democratic),"Berkley, Shelley",39,Clark
2733 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
2733 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2733 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
2733 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
2733 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
2734 - County,United States Senator (Democratic),"Berkley, Shelley",48,Clark
2734 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
2734 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2734 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
2734 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
2734 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2735 - County,United States Senator (Democratic),"Berkley, Shelley",45,Clark
2735 - County,United States Senator (Democratic),"Brown, Steve",6,Clark
2735 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2735 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
2735 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
2735 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
2740 - County,United States Senator (Democratic),"Berkley, Shelley",51,Clark
2740 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
2740 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2740 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
2740 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
2740 - County,United States Senator (Democratic),"Price, Nancy",11,Clark
2742 - County,United States Senator (Democratic),"Berkley, Shelley",32,Clark
2742 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
2742 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2742 - County,United States Senator (Democratic),"Macias, Louis",5,Clark
2742 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2742 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
2743 - County,United States Senator (Democratic),"Berkley, Shelley",58,Clark
2743 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2743 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2743 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
2743 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
2743 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
2746 - County,United States Senator (Democratic),"Berkley, Shelley",44,Clark
2746 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
2746 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2746 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
2746 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2746 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
2751 - County,United States Senator (Democratic),"Berkley, Shelley",27,Clark
2751 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
2751 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2751 - County,United States Senator (Democratic),"Macias, Louis",6,Clark
2751 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
2751 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
2752 - County,United States Senator (Democratic),"Berkley, Shelley",44,Clark
2752 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
2752 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2752 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
2752 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
2752 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
2770 - MOA,United States Senator (Democratic),"Berkley, Shelley",12,Clark
2770 - MOA,United States Senator (Democratic),"Brown, Steve",2,Clark
2770 - MOA,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2770 - MOA,United States Senator (Democratic),"Macias, Louis",0,Clark
2770 - MOA,United States Senator (Democratic),None Of These Candidates,1,Clark
2770 - MOA,United States Senator (Democratic),"Price, Nancy",0,Clark
2775 - MES,United States Senator (Democratic),"Berkley, Shelley",55,Clark
2775 - MES,United States Senator (Democratic),"Brown, Steve",0,Clark
2775 - MES,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2775 - MES,United States Senator (Democratic),"Macias, Louis",3,Clark
2775 - MES,United States Senator (Democratic),None Of These Candidates,1,Clark
2775 - MES,United States Senator (Democratic),"Price, Nancy",2,Clark
2776 - MES,United States Senator (Democratic),"Berkley, Shelley",41,Clark
2776 - MES,United States Senator (Democratic),"Brown, Steve",2,Clark
2776 - MES,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
2776 - MES,United States Senator (Democratic),"Macias, Louis",0,Clark
2776 - MES,United States Senator (Democratic),None Of These Candidates,7,Clark
2776 - MES,United States Senator (Democratic),"Price, Nancy",5,Clark
3036 - LAS,United States Senator (Democratic),"Berkley, Shelley",70,Clark
3036 - LAS,United States Senator (Democratic),"Brown, Steve",5,Clark
3036 - LAS,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
3036 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
3036 - LAS,United States Senator (Democratic),None Of These Candidates,5,Clark
3036 - LAS,United States Senator (Democratic),"Price, Nancy",4,Clark
3037 - LAS,United States Senator (Democratic),"Berkley, Shelley",69,Clark
3037 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
3037 - LAS,United States Senator (Democratic),"Ellsworth, Barry",6,Clark
3037 - LAS,United States Senator (Democratic),"Macias, Louis",3,Clark
3037 - LAS,United States Senator (Democratic),None Of These Candidates,6,Clark
3037 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
