jurisdiction,precinct,office,party,candidate,votes
Washoe,742400,President,Democratic,Bernie Sanders,0
Washoe,742500,President,Democratic,Bernie Sanders,4
Washoe,742600,President,Democratic,Bernie Sanders,0
Washoe,743000,President,Democratic,Bernie Sanders,2
Washoe,743100,President,Democratic,Bernie Sanders,0
Washoe,743300,President,Democratic,Bernie Sanders,0
Washoe,750000,President,Democratic,Bernie Sanders,1
Washoe,750100,President,Democratic,Bernie Sanders,1
Washoe,750200,President,Democratic,Bernie Sanders,4
Washoe,750300,President,Democratic,Bernie Sanders,1
Washoe,750400,President,Democratic,Bernie Sanders,4
Washoe,750500,President,Democratic,Bernie Sanders,2
Washoe,750600,President,Democratic,Bernie Sanders,2
Washoe,750700,President,Democratic,Bernie Sanders,1
Washoe,750800,President,Democratic,Bernie Sanders,1
Washoe,750900,President,Democratic,Bernie Sanders,0
Washoe,751200,President,Democratic,Bernie Sanders,0
Washoe,751300,President,Democratic,Bernie Sanders,3
Washoe,751400,President,Democratic,Bernie Sanders,2
Washoe,751600,President,Democratic,Bernie Sanders,1
Washoe,751700,President,Democratic,Bernie Sanders,2
Washoe,751900,President,Democratic,Bernie Sanders,1
Washoe,752000,President,Democratic,Bernie Sanders,3
Washoe,752100,President,Democratic,Bernie Sanders,1
Washoe,752200,President,Democratic,Bernie Sanders,1
Washoe,752300,President,Democratic,Bernie Sanders,5
Washoe,752400,President,Democratic,Bernie Sanders,2
Washoe,752500,President,Democratic,Bernie Sanders,3
Washoe,752600,President,Democratic,Bernie Sanders,3
Washoe,752700,President,Democratic,Bernie Sanders,1
Washoe,752800,President,Democratic,Bernie Sanders,2
Washoe,752900,President,Democratic,Bernie Sanders,1
Washoe,753100,President,Democratic,Bernie Sanders,1
Washoe,753200,President,Democratic,Bernie Sanders,3
Washoe,753300,President,Democratic,Bernie Sanders,1
Washoe,753400,President,Democratic,Bernie Sanders,1
Washoe,753600,President,Democratic,Bernie Sanders,3
Washoe,753700,President,Democratic,Bernie Sanders,1
Washoe,753900,President,Democratic,Bernie Sanders,0
Washoe,754000,President,Democratic,Bernie Sanders,1
Washoe,754100,President,Democratic,Bernie Sanders,3
Washoe,754300,President,Democratic,Bernie Sanders,2
Washoe,754400,President,Democratic,Bernie Sanders,1
Washoe,754700,President,Democratic,Bernie Sanders,1
Washoe,754800,President,Democratic,Bernie Sanders,1
Washoe,754900,President,Democratic,Bernie Sanders,0
Washoe,755000,President,Democratic,Bernie Sanders,0
Washoe,755200,President,Democratic,Bernie Sanders,1
Washoe,755300,President,Democratic,Bernie Sanders,0
Washoe,755600,President,Democratic,Bernie Sanders,0
Washoe,755700,President,Democratic,Bernie Sanders,3
Washoe,755800,President,Democratic,Bernie Sanders,0
Washoe,756300,President,Democratic,Bernie Sanders,1
Washoe,756500,President,Democratic,Bernie Sanders,1
Washoe,756900,President,Democratic,Bernie Sanders,0
Washoe,757000,President,Democratic,Bernie Sanders,1
Washoe,757100,President,Democratic,Bernie Sanders,0
Washoe,757200,President,Democratic,Bernie Sanders,1
Washoe,757300,President,Democratic,Bernie Sanders,1
Washoe,757500,President,Democratic,Bernie Sanders,0
Washoe,757600,President,Democratic,Bernie Sanders,2
Washoe,757700,President,Democratic,Bernie Sanders,2
Washoe,757800,President,Democratic,Bernie Sanders,1
Washoe,757900,President,Democratic,Bernie Sanders,0
Washoe,758100,President,Democratic,Bernie Sanders,0
Washoe,758200,President,Democratic,Bernie Sanders,0
Washoe,758400,President,Democratic,Bernie Sanders,0
Washoe,758600,President,Democratic,Bernie Sanders,1
Washoe,758700,President,Democratic,Bernie Sanders,1
Washoe,758800,President,Democratic,Bernie Sanders,0
Washoe,758900,President,Democratic,Bernie Sanders,0
Washoe,810000,President,Democratic,Bernie Sanders,2
Washoe,810100,President,Democratic,Bernie Sanders,0
Washoe,810200,President,Democratic,Bernie Sanders,0
Washoe,810300,President,Democratic,Bernie Sanders,1
Washoe,810400,President,Democratic,Bernie Sanders,2
Washoe,810500,President,Democratic,Bernie Sanders,2
Washoe,810600,President,Democratic,Bernie Sanders,2
Washoe,810700,President,Democratic,Bernie Sanders,3
Washoe,810800,President,Democratic,Bernie Sanders,2
Washoe,810900,President,Democratic,Bernie Sanders,4
Washoe,811000,President,Democratic,Bernie Sanders,1
Washoe,811100,President,Democratic,Bernie Sanders,0
Washoe,811200,President,Democratic,Bernie Sanders,1
Washoe,811400,President,Democratic,Bernie Sanders,0
Washoe,811500,President,Democratic,Bernie Sanders,0
Washoe,811600,President,Democratic,Bernie Sanders,4
Washoe,811700,President,Democratic,Bernie Sanders,2
Washoe,811800,President,Democratic,Bernie Sanders,0
Washoe,812500,President,Democratic,Bernie Sanders,0
Washoe,812800,President,Democratic,Bernie Sanders,1
Washoe,812900,President,Democratic,Bernie Sanders,1
Washoe,820000,President,Democratic,Bernie Sanders,1
Washoe,820100,President,Democratic,Bernie Sanders,1
Washoe,820200,President,Democratic,Bernie Sanders,3
Washoe,820300,President,Democratic,Bernie Sanders,1
Washoe,820400,President,Democratic,Bernie Sanders,1
Washoe,820500,President,Democratic,Bernie Sanders,2
Washoe,820600,President,Democratic,Bernie Sanders,0
Washoe,820700,President,Democratic,Bernie Sanders,1
Washoe,820800,President,Democratic,Bernie Sanders,1
Washoe,820900,President,Democratic,Bernie Sanders,2
Washoe,821000,President,Democratic,Bernie Sanders,2
Washoe,821100,President,Democratic,Bernie Sanders,0
Washoe,821200,President,Democratic,Bernie Sanders,0
Washoe,821300,President,Democratic,Bernie Sanders,1
Washoe,821400,President,Democratic,Bernie Sanders,0
Washoe,821500,President,Democratic,Bernie Sanders,0
Washoe,821600,President,Democratic,Bernie Sanders,1
Washoe,821700,President,Democratic,Bernie Sanders,3
Washoe,821800,President,Democratic,Bernie Sanders,0
Washoe,821900,President,Democratic,Bernie Sanders,0
Washoe,822000,President,Democratic,Bernie Sanders,2
Washoe,822100,President,Democratic,Bernie Sanders,2
Washoe,822200,President,Democratic,Bernie Sanders,2
Washoe,822600,President,Democratic,Bernie Sanders,0
Washoe,822700,President,Democratic,Bernie Sanders,0
Washoe,823200,President,Democratic,Bernie Sanders,0
Washoe,823300,President,Democratic,Bernie Sanders,1
Washoe,823400,President,Democratic,Bernie Sanders,0
Washoe,823500,President,Democratic,Bernie Sanders,0
Washoe,823600,President,Democratic,Bernie Sanders,2
Washoe,823700,President,Democratic,Bernie Sanders,1
Washoe,823800,President,Democratic,Bernie Sanders,2
Washoe,824000,President,Democratic,Bernie Sanders,1
Washoe,824500,President,Democratic,Bernie Sanders,2
Washoe,824700,President,Democratic,Bernie Sanders,0
Washoe,825000,President,Democratic,Bernie Sanders,2
Washoe,825300,President,Democratic,Bernie Sanders,0
Washoe,825400,President,Democratic,Bernie Sanders,3
Washoe,825600,President,Democratic,Bernie Sanders,1
Washoe,826100,President,Democratic,Bernie Sanders,0
Washoe,826300,President,Democratic,Bernie Sanders,1
Washoe,826400,President,Democratic,Bernie Sanders,1
Washoe,826500,President,Democratic,Bernie Sanders,0
Washoe,827000,President,Democratic,Bernie Sanders,1
Washoe,827100,President,Democratic,Bernie Sanders,2
Washoe,827300,President,Democratic,Bernie Sanders,1
Washoe,827600,President,Democratic,Bernie Sanders,0
Washoe,827700,President,Democratic,Bernie Sanders,1
Washoe,828100,President,Democratic,Bernie Sanders,0
Washoe,829700,President,Democratic,Bernie Sanders,4
Washoe,850000,President,Democratic,Bernie Sanders,0
Washoe,850200,President,Democratic,Bernie Sanders,1
Washoe,850500,President,Democratic,Bernie Sanders,1
Washoe,980000,President,Democratic,Bernie Sanders,0
White Pine,1,President,Democratic,Bernie Sanders,7
White Pine,10,President,Democratic,Bernie Sanders,3
White Pine,2,President,Democratic,Bernie Sanders,6
White Pine,3,President,Democratic,Bernie Sanders,7
White Pine,4,President,Democratic,Bernie Sanders,5
White Pine,5,President,Democratic,Bernie Sanders,10
White Pine,6,President,Democratic,Bernie Sanders,6
White Pine,7,President,Democratic,Bernie Sanders,0
White Pine,8,President,Democratic,Bernie Sanders,1
White Pine,9,President,Democratic,Bernie Sanders,1
Carson City,101,President,Democratic,Other,0
Carson City,103,President,Democratic,Other,0
Carson City,105,President,Democratic,Other,0
Carson City,107,President,Democratic,Other,0
Carson City,109,President,Democratic,Other,0
Carson City,111,President,Democratic,Other,0
Carson City,113,President,Democratic,Other,0
Carson City,201,President,Democratic,Other,0
Carson City,203,President,Democratic,Other,0
Carson City,205,President,Democratic,Other,0
Carson City,207,President,Democratic,Other,0
Carson City,209,President,Democratic,Other,0
Carson City,211,President,Democratic,Other,0
Carson City,301,President,Democratic,Other,0
Carson City,303,President,Democratic,Other,0
Carson City,305,President,Democratic,Other,0
Carson City,307,President,Democratic,Other,0
Carson City,309,President,Democratic,Other,0
Carson City,401,President,Democratic,Other,0
Carson City,403,President,Democratic,Other,0
Carson City,405,President,Democratic,Other,0
Carson City,407,President,Democratic,Other,0
Carson City,409,President,Democratic,Other,0
Carson City,411,President,Democratic,Other,0
Churchill,1,President,Democratic,Other,0
Churchill,10,President,Democratic,Other,0
Churchill,11,President,Democratic,Other,0
Churchill,12,President,Democratic,Other,0
Churchill,13,President,Democratic,Other,0
Churchill,14,President,Democratic,Other,0
Churchill,15,President,Democratic,Other,0
Churchill,16,President,Democratic,Other,0
Churchill,17,President,Democratic,Other,0
Churchill,18,President,Democratic,Other,0
Churchill,19,President,Democratic,Other,0
Churchill,2,President,Democratic,Other,0
Churchill,3,President,Democratic,Other,0
Churchill,4,President,Democratic,Other,0
Churchill,5,President,Democratic,Other,0
Churchill,6,President,Democratic,Other,0
Churchill,7,President,Democratic,Other,0
Churchill,8,President,Democratic,Other,0
Churchill,9,President,Democratic,Other,0
Clark,1038,President,Democratic,Other,0
Clark,1039,President,Democratic,Other,0
Clark,1063,President,Democratic,Other,0
Clark,1067,President,Democratic,Other,0
Clark,1072,President,Democratic,Other,0
Clark,1074,President,Democratic,Other,0
Clark,1137,President,Democratic,Other,0
Clark,1302,President,Democratic,Other,0
Clark,1303,President,Democratic,Other,0
Clark,1304,President,Democratic,Other,0
Clark,1307,President,Democratic,Other,0
Clark,1318,President,Democratic,Other,0
Clark,1327,President,Democratic,Other,0
Clark,1328,President,Democratic,Other,0
Clark,1330,President,Democratic,Other,0
Clark,1331,President,Democratic,Other,0
Clark,1332,President,Democratic,Other,0
Clark,1333,President,Democratic,Other,0
Clark,1334,President,Democratic,Other,0
Clark,1335,President,Democratic,Other,0
Clark,1336,President,Democratic,Other,0
Clark,1337,President,Democratic,Other,0
Clark,1340,President,Democratic,Other,0
Clark,1341,President,Democratic,Other,0
Clark,1342,President,Democratic,Other,0
Clark,1343,President,Democratic,Other,0
Clark,1344,President,Democratic,Other,0
Clark,1345,President,Democratic,Other,0
Clark,1346,President,Democratic,Other,0
Clark,1348,President,Democratic,Other,0
Clark,1349,President,Democratic,Other,0
Clark,1351,President,Democratic,Other,0
Clark,1352,President,Democratic,Other,0
Clark,1353,President,Democratic,Other,0
Clark,1354,President,Democratic,Other,0
Clark,1356,President,Democratic,Other,0
Clark,1365,President,Democratic,Other,0
Clark,1367,President,Democratic,Other,0
Clark,1368,President,Democratic,Other,0
Clark,1371,President,Democratic,Other,0
Clark,1374,President,Democratic,Other,0
Clark,1377,President,Democratic,Other,0
Clark,1381,President,Democratic,Other,0
Clark,1384,President,Democratic,Other,0
Clark,1386,President,Democratic,Other,0
Clark,1389,President,Democratic,Other,0
Clark,1390,President,Democratic,Other,0
Clark,1391,President,Democratic,Other,0
Clark,1394,President,Democratic,Other,0
Clark,1395,President,Democratic,Other,0
Clark,1396,President,Democratic,Other,0
Clark,1410,President,Democratic,Other,0
Clark,1411,President,Democratic,Other,0
Clark,1509,President,Democratic,Other,0
Clark,1510,President,Democratic,Other,0
Clark,1511,President,Democratic,Other,0
Clark,1513,President,Democratic,Other,0
Clark,1514,President,Democratic,Other,0
Clark,1517,President,Democratic,Other,0
Clark,1518,President,Democratic,Other,0
Clark,1519,President,Democratic,Other,0
Clark,1520,President,Democratic,Other,0
Clark,1521,President,Democratic,Other,0
Clark,1525,President,Democratic,Other,0
Clark,1528,President,Democratic,Other,0
Clark,1550,President,Democratic,Other,0
Clark,1552,President,Democratic,Other,0
Clark,1601,President,Democratic,Other,0
Clark,1602,President,Democratic,Other,0
Clark,1603,President,Democratic,Other,0
Clark,1604,President,Democratic,Other,0
Clark,1605,President,Democratic,Other,0
Clark,1606,President,Democratic,Other,0
Clark,1607,President,Democratic,Other,0
Clark,1608,President,Democratic,Other,0
Clark,1609,President,Democratic,Other,0
Clark,1611,President,Democratic,Other,0
Clark,1612,President,Democratic,Other,0
Clark,1613,President,Democratic,Other,0
Clark,1614,President,Democratic,Other,0
Clark,1615,President,Democratic,Other,0
Clark,1616,President,Democratic,Other,0
Clark,1617,President,Democratic,Other,0
Clark,1618,President,Democratic,Other,0
Clark,1619,President,Democratic,Other,0
Clark,1621,President,Democratic,Other,0
Clark,1623,President,Democratic,Other,0
Clark,1624,President,Democratic,Other,0
Clark,1625,President,Democratic,Other,0
Clark,1631,President,Democratic,Other,0
Clark,1632,President,Democratic,Other,0
Clark,1633,President,Democratic,Other,0
Clark,1634,President,Democratic,Other,0
Clark,1635,President,Democratic,Other,0
Clark,1641,President,Democratic,Other,0
Clark,1642,President,Democratic,Other,0
Clark,1643,President,Democratic,Other,0
Clark,1644,President,Democratic,Other,0
Clark,1645,President,Democratic,Other,0
Clark,1651,President,Democratic,Other,0
Clark,1652,President,Democratic,Other,0
Clark,1653,President,Democratic,Other,0
Clark,1655,President,Democratic,Other,0
Clark,1661,President,Democratic,Other,0
Clark,1662,President,Democratic,Other,0
Clark,1664,President,Democratic,Other,0
Clark,1665,President,Democratic,Other,0
Clark,1668,President,Democratic,Other,0
Clark,1669,President,Democratic,Other,0
Clark,1670,President,Democratic,Other,0
Clark,1671,President,Democratic,Other,0
Clark,1672,President,Democratic,Other,0
Clark,1674,President,Democratic,Other,0
Clark,1675,President,Democratic,Other,0
Clark,1676,President,Democratic,Other,0
Clark,1677,President,Democratic,Other,0
Clark,1678,President,Democratic,Other,0
Clark,1679,President,Democratic,Other,0
Clark,1680,President,Democratic,Other,0
Clark,1681,President,Democratic,Other,0
Clark,1682,President,Democratic,Other,0
Clark,1683,President,Democratic,Other,0
Clark,1684,President,Democratic,Other,0
Clark,1685,President,Democratic,Other,0
Clark,1686,President,Democratic,Other,0
Clark,1687,President,Democratic,Other,0
Clark,1688,President,Democratic,Other,0
Clark,1689,President,Democratic,Other,0
Clark,1692,President,Democratic,Other,0
Clark,1693,President,Democratic,Other,0
Clark,1695,President,Democratic,Other,0
Clark,1702,President,Democratic,Other,0
Clark,1703,President,Democratic,Other,0
Clark,1704,President,Democratic,Other,0
Clark,1712,President,Democratic,Other,0
Clark,1715,President,Democratic,Other,0
Clark,1717,President,Democratic,Other,0
Clark,1718,President,Democratic,Other,0
Clark,1719,President,Democratic,Other,0
Clark,1720,President,Democratic,Other,0
Clark,1721,President,Democratic,Other,0
Clark,1722,President,Democratic,Other,0
Clark,1727,President,Democratic,Other,0
Clark,1732,President,Democratic,Other,0
Clark,1750,President,Democratic,Other,0
Clark,1751,President,Democratic,Other,0
Clark,1753,President,Democratic,Other,0
Clark,2008,President,Democratic,Other,0
Clark,2037,President,Democratic,Other,0
Clark,2044,President,Democratic,Other,0
Clark,2126,President,Democratic,Other,0
Clark,2352,President,Democratic,Other,0
Clark,2353,President,Democratic,Other,0
Clark,2354,President,Democratic,Other,0
Clark,2360,President,Democratic,Other,0
Clark,2366,President,Democratic,Other,0
Clark,2371,President,Democratic,Other,0
Clark,2372,President,Democratic,Other,0
Clark,2373,President,Democratic,Other,0
Clark,2380,President,Democratic,Other,0
Clark,2381,President,Democratic,Other,0
Clark,2382,President,Democratic,Other,0
Clark,2383,President,Democratic,Other,0
Clark,2384,President,Democratic,Other,0
Clark,2385,President,Democratic,Other,0
Clark,2386,President,Democratic,Other,0
Clark,2387,President,Democratic,Other,0
Clark,2390,President,Democratic,Other,0
Clark,2391,President,Democratic,Other,0
Clark,2392,President,Democratic,Other,0
Clark,2393,President,Democratic,Other,0
Clark,2394,President,Democratic,Other,0
Clark,2400,President,Democratic,Other,0
Clark,2401,President,Democratic,Other,0
Clark,2405,President,Democratic,Other,0
Clark,2406,President,Democratic,Other,0
Clark,2407,President,Democratic,Other,0
Clark,2408,President,Democratic,Other,0
Clark,2409,President,Democratic,Other,0
Clark,2417,President,Democratic,Other,0
Clark,2430,President,Democratic,Other,0
Clark,2440,President,Democratic,Other,0
Clark,2444,President,Democratic,Other,0
Clark,2446,President,Democratic,Other,0
Clark,2449,President,Democratic,Other,0
Clark,2456,President,Democratic,Other,0
Clark,2457,President,Democratic,Other,0
Clark,2463,President,Democratic,Other,0
Clark,2464,President,Democratic,Other,0
Clark,2465,President,Democratic,Other,0
Clark,2466,President,Democratic,Other,0
Clark,2469,President,Democratic,Other,0
Clark,2473,President,Democratic,Other,0
Clark,2476,President,Democratic,Other,0
Clark,2477,President,Democratic,Other,0
Clark,2479,President,Democratic,Other,0
Clark,2480,President,Democratic,Other,0
Clark,2481,President,Democratic,Other,0
Clark,2483,President,Democratic,Other,0
Clark,2484,President,Democratic,Other,0
Clark,2500,President,Democratic,Other,0
Clark,2501,President,Democratic,Other,0
Clark,2503,President,Democratic,Other,0
Clark,2600,President,Democratic,Other,0
Clark,2601,President,Democratic,Other,0
Clark,2602,President,Democratic,Other,0
Clark,2603,President,Democratic,Other,0
Clark,2604,President,Democratic,Other,0
Clark,2605,President,Democratic,Other,0
Clark,2606,President,Democratic,Other,0
Clark,2607,President,Democratic,Other,0
Clark,2609,President,Democratic,Other,0
Clark,2611,President,Democratic,Other,0
Clark,2613,President,Democratic,Other,0
Clark,2614,President,Democratic,Other,0
Clark,2615,President,Democratic,Other,0
Clark,2616,President,Democratic,Other,0
Clark,2617,President,Democratic,Other,0
Clark,2621,President,Democratic,Other,0
Clark,2622,President,Democratic,Other,0
Clark,2624,President,Democratic,Other,0
Clark,2631,President,Democratic,Other,0
Clark,2632,President,Democratic,Other,0
Clark,2633,President,Democratic,Other,0
Clark,2634,President,Democratic,Other,0
Clark,2635,President,Democratic,Other,0
Clark,2641,President,Democratic,Other,0
Clark,2642,President,Democratic,Other,0
Clark,2643,President,Democratic,Other,0
Clark,2644,President,Democratic,Other,0
Clark,2645,President,Democratic,Other,0
Clark,2650,President,Democratic,Other,0
Clark,2651,President,Democratic,Other,0
Clark,2652,President,Democratic,Other,0
Clark,2653,President,Democratic,Other,0
Clark,2654,President,Democratic,Other,0
Clark,2655,President,Democratic,Other,0
Clark,2660,President,Democratic,Other,0
Clark,2661,President,Democratic,Other,0
Clark,2662,President,Democratic,Other,0
Clark,2663,President,Democratic,Other,0
Clark,2664,President,Democratic,Other,0
Clark,2665,President,Democratic,Other,0
Clark,2666,President,Democratic,Other,0
Clark,2671,President,Democratic,Other,0
Clark,2672,President,Democratic,Other,0
Clark,2673,President,Democratic,Other,0
Clark,2674,President,Democratic,Other,0
Clark,2675,President,Democratic,Other,0
Clark,2676,President,Democratic,Other,0
Clark,2681,President,Democratic,Other,0
Clark,2682,President,Democratic,Other,0
Clark,2683,President,Democratic,Other,0
Clark,2684,President,Democratic,Other,0
Clark,2685,President,Democratic,Other,0
Clark,2691,President,Democratic,Other,0
Clark,2692,President,Democratic,Other,0
Clark,2693,President,Democratic,Other,0
Clark,2695,President,Democratic,Other,0
Clark,2696,President,Democratic,Other,0
Clark,2700,President,Democratic,Other,0
Clark,2701,President,Democratic,Other,0
Clark,2702,President,Democratic,Other,0
Clark,2703,President,Democratic,Other,0
Clark,2704,President,Democratic,Other,0
Clark,2705,President,Democratic,Other,0
Clark,2706,President,Democratic,Other,0
Clark,2709,President,Democratic,Other,0
Clark,2710,President,Democratic,Other,0
Clark,2711,President,Democratic,Other,0
Clark,2713,President,Democratic,Other,0
Clark,2714,President,Democratic,Other,0
Clark,2716,President,Democratic,Other,0
Clark,2722,President,Democratic,Other,0
Clark,2724,President,Democratic,Other,0
Clark,2725,President,Democratic,Other,0
Clark,2726,President,Democratic,Other,0
Clark,2727,President,Democratic,Other,0
Clark,2729,President,Democratic,Other,0
Clark,2730,President,Democratic,Other,0
Clark,2731,President,Democratic,Other,0
Clark,2732,President,Democratic,Other,0
Clark,2733,President,Democratic,Other,0
Clark,2734,President,Democratic,Other,0
Clark,2735,President,Democratic,Other,0
Clark,2736,President,Democratic,Other,0
Clark,2737,President,Democratic,Other,0
Clark,2738,President,Democratic,Other,0
Clark,2740,President,Democratic,Other,0
Clark,2742,President,Democratic,Other,0
Clark,2743,President,Democratic,Other,0
Clark,2745,President,Democratic,Other,0
Clark,2746,President,Democratic,Other,0
Clark,2751,President,Democratic,Other,0
Clark,2752,President,Democratic,Other,0
Clark,2770,President,Democratic,Other,0
Clark,2775,President,Democratic,Other,0
Clark,2776,President,Democratic,Other,0
Clark,3036,President,Democratic,Other,0
Clark,3037,President,Democratic,Other,0
Clark,3040,President,Democratic,Other,0
Clark,3152,President,Democratic,Other,0
Clark,3217,President,Democratic,Other,0
Clark,3361,President,Democratic,Other,0
Clark,3363,President,Democratic,Other,0
Clark,3364,President,Democratic,Other,0
Clark,3365,President,Democratic,Other,0
Clark,3366,President,Democratic,Other,0
Clark,3370,President,Democratic,Other,0
Clark,3371,President,Democratic,Other,0
Clark,3372,President,Democratic,Other,0
Clark,3373,President,Democratic,Other,0
Clark,3374,President,Democratic,Other,0
Clark,3375,President,Democratic,Other,0
Clark,3380,President,Democratic,Other,0
Clark,3381,President,Democratic,Other,0
Clark,3382,President,Democratic,Other,0
Clark,3383,President,Democratic,Other,0
Clark,3385,President,Democratic,Other,0
Clark,3386,President,Democratic,Other,0
Clark,3391,President,Democratic,Other,0
Clark,3392,President,Democratic,Other,0
Clark,3393,President,Democratic,Other,0
Clark,3395,President,Democratic,Other,0
Clark,3413,President,Democratic,Other,0
Clark,3416,President,Democratic,Other,0
Clark,3417,President,Democratic,Other,0
Clark,3418,President,Democratic,Other,0
Clark,3430,President,Democratic,Other,0
Clark,3431,President,Democratic,Other,0
Clark,3433,President,Democratic,Other,0
Clark,3435,President,Democratic,Other,0
Clark,3457,President,Democratic,Other,0
Clark,3464,President,Democratic,Other,0
Clark,3465,President,Democratic,Other,0
Clark,3518,President,Democratic,Other,0
Clark,3532,President,Democratic,Other,0
Clark,3535,President,Democratic,Other,0
Clark,3540,President,Democratic,Other,0
Clark,3544,President,Democratic,Other,0
Clark,3546,President,Democratic,Other,0
Clark,3547,President,Democratic,Other,0
Clark,3557,President,Democratic,Other,0
Clark,3564,President,Democratic,Other,0
Clark,3565,President,Democratic,Other,0
Clark,3576,President,Democratic,Other,0
Clark,3579,President,Democratic,Other,0
Clark,3582,President,Democratic,Other,0
Clark,3602,President,Democratic,Other,0
Clark,3604,President,Democratic,Other,0
Clark,3605,President,Democratic,Other,0
Clark,3606,President,Democratic,Other,0
Clark,3607,President,Democratic,Other,0
Clark,3608,President,Democratic,Other,0
Clark,3609,President,Democratic,Other,0
Clark,3610,President,Democratic,Other,0
Clark,3700,President,Democratic,Other,0
Clark,3702,President,Democratic,Other,0
Clark,3703,President,Democratic,Other,0
Clark,3704,President,Democratic,Other,0
Clark,3706,President,Democratic,Other,0
Clark,3707,President,Democratic,Other,0
Clark,3708,President,Democratic,Other,0
Clark,3709,President,Democratic,Other,0
Clark,3710,President,Democratic,Other,0
Clark,3711,President,Democratic,Other,0
Clark,3713,President,Democratic,Other,0
Clark,3715,President,Democratic,Other,0
Clark,3716,President,Democratic,Other,0
Clark,3717,President,Democratic,Other,0
Clark,3718,President,Democratic,Other,0
Clark,3719,President,Democratic,Other,0
Clark,3720,President,Democratic,Other,0
Clark,3721,President,Democratic,Other,0
Clark,3722,President,Democratic,Other,0
Clark,3723,President,Democratic,Other,0
Clark,3724,President,Democratic,Other,0
Clark,3725,President,Democratic,Other,0
Clark,3726,President,Democratic,Other,0
Clark,3727,President,Democratic,Other,0
Clark,3728,President,Democratic,Other,0
Clark,3729,President,Democratic,Other,0
Clark,3730,President,Democratic,Other,0
Clark,3731,President,Democratic,Other,0
Clark,3732,President,Democratic,Other,0
Clark,3733,President,Democratic,Other,0
Clark,3734,President,Democratic,Other,0
Clark,3735,President,Democratic,Other,0
Clark,3736,President,Democratic,Other,0
Clark,3738,President,Democratic,Other,0
Clark,3739,President,Democratic,Other,0
Clark,3740,President,Democratic,Other,0
Clark,3741,President,Democratic,Other,0
Clark,3742,President,Democratic,Other,0
Clark,3743,President,Democratic,Other,0
Clark,3746,President,Democratic,Other,0
Clark,3747,President,Democratic,Other,0
Clark,3748,President,Democratic,Other,0
Clark,3749,President,Democratic,Other,0
Clark,3751,President,Democratic,Other,0
Clark,3752,President,Democratic,Other,0
Clark,3753,President,Democratic,Other,0
Clark,3754,President,Democratic,Other,0
Clark,3755,President,Democratic,Other,0
Clark,3756,President,Democratic,Other,0
Clark,3757,President,Democratic,Other,0
Clark,3758,President,Democratic,Other,0
Clark,3759,President,Democratic,Other,0
Clark,3760,President,Democratic,Other,0
Clark,3761,President,Democratic,Other,0
Clark,3762,President,Democratic,Other,0
Clark,3764,President,Democratic,Other,0
Clark,3765,President,Democratic,Other,0
Clark,3766,President,Democratic,Other,0
Clark,3767,President,Democratic,Other,0
Clark,3768,President,Democratic,Other,0
Clark,3769,President,Democratic,Other,0
Clark,3770,President,Democratic,Other,0
Clark,3771,President,Democratic,Other,0
Clark,3772,President,Democratic,Other,0
Clark,3773,President,Democratic,Other,0
Clark,3774,President,Democratic,Other,0
Clark,3775,President,Democratic,Other,0
Clark,3780,President,Democratic,Other,0
Clark,3782,President,Democratic,Other,0
Clark,3783,President,Democratic,Other,0
Clark,3784,President,Democratic,Other,0
Clark,3785,President,Democratic,Other,0
Clark,3786,President,Democratic,Other,0
Clark,3787,President,Democratic,Other,0
Clark,3788,President,Democratic,Other,0
Clark,3789,President,Democratic,Other,0
Clark,3790,President,Democratic,Other,0
Clark,3791,President,Democratic,Other,0
Clark,3792,President,Democratic,Other,0
Clark,3794,President,Democratic,Other,0
Clark,3795,President,Democratic,Other,0
Clark,3796,President,Democratic,Other,0
Clark,3800,President,Democratic,Other,0
Clark,3801,President,Democratic,Other,0
Clark,3802,President,Democratic,Other,0
Clark,3803,President,Democratic,Other,0
Clark,3804,President,Democratic,Other,0
Clark,3805,President,Democratic,Other,0
Clark,3806,President,Democratic,Other,0
Clark,3807,President,Democratic,Other,0
Clark,3808,President,Democratic,Other,0
Clark,3809,President,Democratic,Other,0
Clark,3811,President,Democratic,Other,0
Clark,3812,President,Democratic,Other,0
Clark,3813,President,Democratic,Other,0
Clark,3814,President,Democratic,Other,0
Clark,3815,President,Democratic,Other,0
Clark,3822,President,Democratic,Other,0
Clark,3823,President,Democratic,Other,0
Clark,3824,President,Democratic,Other,0
Clark,3825,President,Democratic,Other,0
Clark,3826,President,Democratic,Other,0
Clark,3831,President,Democratic,Other,0
Clark,3832,President,Democratic,Other,0
Clark,3833,President,Democratic,Other,0
Clark,3834,President,Democratic,Other,0
Clark,3841,President,Democratic,Other,0
Clark,3842,President,Democratic,Other,0
Clark,3843,President,Democratic,Other,0
Clark,3844,President,Democratic,Other,0
Clark,3845,President,Democratic,Other,0
Clark,3851,President,Democratic,Other,0
Clark,3852,President,Democratic,Other,0
Clark,3853,President,Democratic,Other,0
Clark,3854,President,Democratic,Other,0
Clark,3855,President,Democratic,Other,0
Clark,3863,President,Democratic,Other,0
Clark,3864,President,Democratic,Other,0
Clark,3866,President,Democratic,Other,0
Clark,4017,President,Democratic,Other,0
Clark,4028,President,Democratic,Other,0
Clark,4066,President,Democratic,Other,0
Clark,4069,President,Democratic,Other,0
